Date,Region,"Total Cases","Active Cases","Inpatient Hospitalizations","ICU Hospitalizations","Recovered Cases",Deaths,"New Cases","Age 4 and Under","Age 5 to 11","Age 12 to 19","Age 20 to 39","Ages 40 to 59","Age 60 to 79","Age 80+"
2020/11/15,"Far North Central",31,31,0,0,0,0,0,,,,,,,
2020/11/15,"Far North East",111,52,1,0,52,0,6,,,,,,,
2020/11/15,"Far North East",,7,,,,,1,,,,,,,
2020/11/15,"North West",351,14,3,1,186,4,3,,,,,,,
2020/11/15,"North West",,45,,,,,1,,,,,,,
2020/11/15,"North West",,41,,,,,1,,,,,,,
2020/11/15,"North West",,61,,,,,11,,,,,,,
2020/11/15,"North Central",498,121,4,3,279,5,1,,,,,,,
2020/11/15,"North Central",,84,,,,,6,,,,,,,
2020/11/15,"North Central",,9,,,,,2,,,,,,,
2020/11/15,"North East",219,61,3,0,128,1,3,,,,,,,
2020/11/15,"North East",,26,,,,,3,,,,,,,
2020/11/15,"North East",,3,,,,,0,,,,,,,
2020/11/15,Saskatoon,1424,549,25,7,872,3,64,,,,,,,
2020/11/15,"Central West",212,13,0,0,196,1,2,,,,,,,
2020/11/15,"Central West",,2,,,,,0,,,,,,,
2020/11/15,"Central East",264,15,0,2,185,1,1,,,,,,,
2020/11/15,"Central East",,14,,,,,0,,,,,,,
2020/11/15,"Central East",,2,,,,,0,,,,,,,
2020/11/15,"Central East",,28,,,,,0,,,,,,,
2020/11/15,"Central East",,19,,,,,0,,,,,,,
2020/11/15,Regina,731,344,2,3,385,2,28,,,,,,,
2020/11/15,"South West",256,4,2,0,232,1,0,,,,,,,
2020/11/15,"South West",,19,,,,,1,,,,,,,
2020/11/15,"South Central",269,7,1,0,216,4,2,,,,,,,
2020/11/15,"South Central",,42,,,,,8,,,,,,,
2020/11/15,"South East",123,55,4,0,49,0,16,,,,,,,
2020/11/15,"South East",,4,,,,,1,,,,,,,
2020/11/15,"South East",,4,,,,,0,,,,,,,
2020/11/15,"South East",,11,,,,,1,,,,,,,
2020/11/15,Total,5001,1807,46,16,3163,31,182,,,,1842,1381,616,126
2020/11/16,"Far North West",499,67,1,0,382,9,6,,,,,,,
2020/11/16,"Far North West",,41,,,,,5,,,,,,,
2020/11/16,"Far North Central",36,36,0,0,0,0,5,,,,,,,
2020/11/16,"Far North East",127,66,0,0,53,0,15,,,,,,,
2020/11/16,"Far North East",,8,,,,,1,,,,,,,
2020/11/16,"North West",364,15,3,0,190,4,1,,,,,,,
2020/11/16,"North West",,45,,,,,3,,,,,,,
2020/11/16,"North West",,44,,,,,3,,,,,,,
2020/11/16,"North West",,66,,,,,6,,,,,,,
2020/11/16,"North Central",519,122,6,2,287,5,5,,,,,,,
2020/11/16,"North Central",,96,,,,,13,,,,,,,
2020/11/16,"North Central",,9,,,,,0,,,,,,,
2020/11/16,"North East",231,68,5,0,129,1,7,,,,,,,
2020/11/16,"North East",,30,,,,,4,,,,,,,
2020/11/16,"North East",,3,,,,,0,,,,,,,
2020/11/16,Saskatoon,1465,588,27,7,874,3,41,,,,,,,
2020/11/16,"Central West",212,13,0,0,196,1,0,,,,,,,
2020/11/16,"Central West",,2,,,,,0,,,,,,,
2020/11/16,"Central East",269,17,0,2,186,1,2,,,,,,,
2020/11/16,"Central East",,16,,,,,2,,,,,,,
2020/11/16,"Central East",,2,,,,,0,,,,,,,
2020/11/16,"Central East",,28,,,,,1,,,,,,,
2020/11/16,"Central East",,19,,,,,0,,,,,,,
2020/11/16,Regina,763,338,1,5,423,2,32,,,,,,,
2020/11/16,"South West",273,4,2,0,233,1,0,,,,,,,
2020/11/16,"South West",,35,,,,,17,,,,,,,
2020/11/16,"South Central",271,7,1,0,216,4,0,,,,,,,
2020/11/16,"South Central",,44,,,,,2,,,,,,,
2020/11/16,"South East",128,57,6,0,52,0,5,,,,,,,
2020/11/16,"South East",,4,,,,,0,,,,,,,
2020/11/16,"South East",,4,,,,,0,,,,,,,
2020/11/16,"South East",,11,,,,,0,,,,,,,
2020/11/16,Total,5182,1928,52,16,3223,31,182,,,,1894,1424,643,134
2020/11/17,"Far North West",504,68,1,0,386,9,1,,,,,,,
2020/11/17,"Far North West",,41,,,,,4,,,,,,,
2020/11/17,"Far North Central",41,40,0,0,1,0,5,,,,,,,
2020/11/17,"Far North East",133,72,0,0,53,0,6,,,,,,,
2020/11/17,"Far North East",,8,,,,,0,,,,,,,
2020/11/17,"North West",380,18,3,0,206,4,5,,,,,,,
2020/11/17,"North West",,37,,,,,0,,,,,,,
2020/11/17,"North West",,48,,,,,4,,,,,,,
2020/11/17,"North West",,67,,,,,7,,,,,,,
2020/11/17,"North Central",534,108,6,2,307,5,1,,,,,,,
2020/11/17,"North Central",,104,,,,,10,,,,,,,
2020/11/17,"North Central",,10,,,,,1,,,,,,,
2020/11/17,"North East",233,64,2,0,136,1,2,,,,,,,
2020/11/17,"North East",,30,,,,,0,,,,,,,
2020/11/17,"North East",,2,,,,,0,,,,,,,
2020/11/17,Saskatoon,1562,635,30,7,924,3,97,,,,,,,
2020/11/17,"Central West",223,21,0,0,196,1,8,,,,,,,
2020/11/17,"Central West",,5,,,,,3,,,,,,,
2020/11/17,"Central East",272,19,0,2,192,1,2,,,,,,,
2020/11/17,"Central East",,16,,,,,0,,,,,,,
2020/11/17,"Central East",,2,,,,,0,,,,,,,
2020/11/17,"Central East",,23,,,,,0,,,,,,,
2020/11/17,"Central East",,19,,,,,1,,,,,,,
2020/11/17,Regina,790,359,3,4,429,2,27,,,,,,,
2020/11/17,"South West",277,5,4,0,234,1,2,,,,,,,
2020/11/17,"South West",,37,,,,,2,,,,,,,
2020/11/17,"South Central",295,11,1,0,217,4,4,,,,,,,
2020/11/17,"South Central",,63,,,,,19,,,,,,,
2020/11/17,"South East",144,72,6,0,53,0,15,,,,,,,
2020/11/17,"South East",,4,,,,,0,,,,,,,
2020/11/17,"South East",,5,,,,,1,,,,,,,
2020/11/17,"South East",,10,,,,,0,,,,,,,
2020/11/17,Total,5422,2055,56,15,3336,31,242,,,,1987,1480,660,151
2020/11/18,"Far North West",505,67,0,0,388,9,1,,,,,,,
2020/11/18,"Far North West",,41,,,,,0,,,,,,,
2020/11/18,"Far North Central",49,47,0,0,2,0,8,,,,,,,
2020/11/18,"Far North East",139,78,0,0,53,0,6,,,,,,,
2020/11/18,"Far North East",,8,,,,,0,,,,,,,
2020/11/18,"North West",386,19,4,0,216,4,1,,,,,,,
2020/11/18,"North West",,33,,,,,0,,,,,,,
2020/11/18,"North West",,47,,,,,0,,,,,,,
2020/11/18,"North West",,67,,,,,5,,,,,,,
2020/11/18,"North Central",544,107,6,3,311,5,1,,,,,,,
2020/11/18,"North Central",,110,,,,,8,,,,,,,
2020/11/18,"North Central",,11,,,,,1,,,,,,,
2020/11/18,"North East",237,60,2,0,145,2,3,,,,,,,
2020/11/18,"North East",,29,,,,,1,,,,,,,
2020/11/18,"North East",,1,,,,,0,,,,,,,
2020/11/18,Saskatoon,1618,648,30,7,967,3,56,,,,,,,
2020/11/18,"Central West",224,21,0,0,197,1,1,,,,,,,
2020/11/18,"Central West",,5,,,,,0,,,,,,,
2020/11/18,"Central East",272,15,0,2,201,1,0,,,,,,,
2020/11/18,"Central East",,16,,,,,0,,,,,,,
2020/11/18,"Central East",,2,,,,,0,,,,,,,
2020/11/18,"Central East",,19,,,,,0,,,,,,,
2020/11/18,"Central East",,18,,,,,0,,,,,,,
2020/11/18,Regina,808,377,6,4,429,2,18,,,,,,,
2020/11/18,"South West",279,4,4,1,238,1,0,,,,,,,
2020/11/18,"South West",,36,,,,,2,,,,,,,
2020/11/18,"South Central",299,12,1,0,218,4,1,,,,,,,
2020/11/18,"South Central",,65,,,,,3,,,,,,,
2020/11/18,"South East",152,80,6,0,54,0,8,,,,,,,
2020/11/18,"South East",,4,,,,,0,,,,,,,
2020/11/18,"South East",,4,,,,,0,,,,,,,
2020/11/18,"South East",,10,,,,,0,,,,,,,
2020/11/18,Total,5553,2099,59,17,3422,32,133,,,,2026,1515,685,157
2020/11/19,"Far North West",509,69,0,0,392,9,2,,,,,,,
2020/11/19,"Far North West",,39,,,,,0,,,,,,,
2020/11/19,"Far North Central",50,48,0,0,2,0,0,,,,,,,
2020/11/19,"Far North East",142,79,0,0,57,0,3,,,,,,,
2020/11/19,"Far North East",,6,,,,,0,,,,,,,
2020/11/19,"North West",402,23,5,0,223,4,4,,,,,,,
2020/11/19,"North West",,32,,,,,0,,,,,,,
2020/11/19,"North West",,50,,,,,4,,,,,,,
2020/11/19,"North West",,70,,,,,4,,,,,,,
2020/11/19,"North Central",564,109,5,4,324,5,6,,,,,,,
2020/11/19,"North Central",,115,,,,,5,,,,,,,
2020/11/19,"North Central",,11,,,,,1,,,,,,,
2020/11/19,"North East",242,59,2,0,148,2,2,,,,,,,
2020/11/19,"North East",,30,,,,,1,,,,,,,
2020/11/19,"North East",,3,,,,,2,,,,,,,
2020/11/19,Saskatoon,1628,600,30,9,1025,3,10,,,,,,,
2020/11/19,"Central West",226,21,0,0,199,1,1,,,,,,,
2020/11/19,"Central West",,5,,,,,0,,,,,,,
2020/11/19,"Central East",277,15,0,2,211,1,3,,,,,,,
2020/11/19,"Central East",,18,,,,,2,,,,,,,
2020/11/19,"Central East",,2,,,,,0,,,,,,,
2020/11/19,"Central East",,13,,,,,0,,,,,,,
2020/11/19,"Central East",,17,,,,,0,,,,,,,
2020/11/19,Regina,836,379,6,5,455,2,25,,,,,,,
2020/11/19,"South West",279,4,2,1,241,1,0,,,,,,,
2020/11/19,"South West",,33,,,,,0,,,,,,,
2020/11/19,"South Central",313,12,1,0,218,4,0,,,,,,,
2020/11/19,"South Central",,79,,,,,14,,,,,,,
2020/11/19,"South East",157,82,11,0,56,0,4,,,,,,,
2020/11/19,"South East",,4,,,,,0,,,,,,,
2020/11/19,"South East",,4,,,,,0,,,,,,,
2020/11/19,"South East",,11,,,,,1,,,,,,,
2020/11/19,Total,5651,2066,62,21,3553,32,97,,,,2059,1539,701,158
2020/11/20,"Far North West",512,61,0,0,403,9,2,,,,,,,
2020/11/20,"Far North West",,39,,,,,1,,,,,,,
2020/11/20,"Far North Central",66,64,0,0,2,0,16,,,,,,,
2020/11/20,"Far North East",146,82,0,0,58,0,4,,,,,,,
2020/11/20,"Far North East",,6,,,,,0,,,,,,,
2020/11/20,"North West",413,31,5,1,227,4,8,,,,,,,
2020/11/20,"North West",,34,,,,,2,,,,,,,
2020/11/20,"North West",,49,,,,,0,,,,,,,
2020/11/20,"North West",,68,,,,,1,,,,,,,
2020/11/20,"North Central",580,116,7,3,327,5,8,,,,,,,
2020/11/20,"North Central",,119,,,,,4,,,,,,,
2020/11/20,"North Central",,13,,,,,2,,,,,,,
2020/11/20,"North East",243,53,1,0,156,2,0,,,,,,,
2020/11/20,"North East",,28,,,,,0,,,,,,,
2020/11/20,"North East",,4,,,,,1,,,,,,,
2020/11/20,Saskatoon,1670,610,30,8,1056,4,42,,,,,,,
2020/11/20,"Central West",228,21,0,0,201,1,2,,,,,,,
2020/11/20,"Central West",,5,,,,,0,,,,,,,
2020/11/20,"Central East",281,14,1,1,219,1,0,,,,,,,
2020/11/20,"Central East",,18,,,,,0,,,,,,,
2020/11/20,"Central East",,2,,,,,0,,,,,,,
2020/11/20,"Central East",,10,,,,,1,,,,,,,
2020/11/20,"Central East",,17,,,,,3,,,,,,,
2020/11/20,Regina,850,392,5,5,456,2,14,,,,,,,
2020/11/20,"South West",293,5,0,1,242,1,2,,,,,,,
2020/11/20,"South West",,45,,,,,12,,,,,,,
2020/11/20,"South Central",317,13,1,0,221,4,1,,,,,,,
2020/11/20,"South Central",,79,,,,,3,,,,,,,
2020/11/20,"South East",177,93,16,0,56,0,11,,,,,,,
2020/11/20,"South East",,8,,,,,4,,,,,,,
2020/11/20,"South East",,9,,,,,5,,,,,,,
2020/11/20,"South East",,11,,,,,0,,,,,,,
2020/11/20,Total,5804,2145,66,19,3626,33,155,,,,2101,1571,720,168
2020/11/21,"Far North West",522,63,0,0,405,9,4,,,,,,,
2020/11/21,"Far North West",,45,,,,,5,,,,,,,
2020/11/21,"Far North Central",66,64,0,0,2,0,0,,,,,,,
2020/11/21,"Far North East",159,93,0,0,60,0,12,,,,,,,
2020/11/21,"Far North East",,6,,,,,1,,,,,,,
2020/11/21,"North West",469,38,8,0,232,4,7,,,,,,,
2020/11/21,"North West",,43,,,,,10,,,,,,,
2020/11/21,"North West",,55,,,,,7,,,,,,,
2020/11/21,"North West",,97,,,,,32,,,,,,,
2020/11/21,"North Central",623,128,7,3,329,5,12,,,,,,,
2020/11/21,"North Central",,140,,,,,22,,,,,,,
2020/11/21,"North Central",,21,,,,,9,,,,,,,
2020/11/21,"North East",254,56,1,0,161,2,8,,,,,,,
2020/11/21,"North East",,29,,,,,1,,,,,,,
2020/11/21,"North East",,6,,,,,2,,,,,,,
2020/11/21,Saskatoon,1841,781,32,11,1056,4,170,,,,,,,
2020/11/21,"Central West",236,26,0,0,202,1,6,,,,,,,
2020/11/21,"Central West",,7,,,,,2,,,,,,,
2020/11/21,"Central East",294,24,1,1,222,1,10,,,,,,,
2020/11/21,"Central East",,17,,,,,0,,,,,,,
2020/11/21,"Central East",,2,,,,,0,,,,,,,
2020/11/21,"Central East",,10,,,,,1,,,,,,,
2020/11/21,"Central East",,18,,,,,2,,,,,,,
2020/11/21,Regina,906,436,5,5,468,2,56,,,,,,,
2020/11/21,"South West",307,3,0,1,245,1,0,,,,,,,
2020/11/21,"South West",,58,,,,,14,,,,,,,
2020/11/21,"South Central",335,16,1,0,225,4,4,,,,,,,
2020/11/21,"South Central",,90,,,,,14,,,,,,,
2020/11/21,"South East",196,104,17,0,58,0,13,,,,,,,
2020/11/21,"South East",,9,,,,,1,,,,,,,
2020/11/21,"South East",,9,,,,,0,,,,,,,
2020/11/21,"South East",,16,,,,,5,,,,,,,
2020/11/21,Total,6237,2537,72,21,3667,33,441,,,,2234,1671,790,204
2020/11/22,"Far North West",531,61,1,0,417,9,6,,,,,,,
2020/11/22,"Far North West",,44,,,,,2,,,,,,,
2020/11/22,"Far North Central",67,65,0,0,2,0,1,,,,,,,
2020/11/22,"Far North East",161,93,0,0,60,0,0,,,,,,,
2020/11/22,"Far North East",,8,,,,,2,,,,,,,
2020/11/22,"North West",486,42,8,0,238,4,5,,,,,,,
2020/11/22,"North West",,44,,,,,2,,,,,,,
2020/11/22,"North West",,59,,,,,4,,,,,,,
2020/11/22,"North West",,99,,,,,6,,,,,,,
2020/11/22,"North Central",648,144,9,2,329,5,16,,,,,,,
2020/11/22,"North Central",,148,,,,,7,,,,,,,
2020/11/22,"North Central",,22,,,,,1,,,,,,,
2020/11/22,"North East",263,64,1,0,162,2,9,,,,,,,
2020/11/22,"North East",,29,,,,,0,,,,,,,
2020/11/22,"North East",,6,,,,,0,,,,,,,
2020/11/22,Saskatoon,1923,815,33,10,1104,4,82,,,,,,,
2020/11/22,"Central West",245,33,0,0,203,1,8,,,,,,,
2020/11/22,"Central West",,8,,,,,1,,,,,,,
2020/11/22,"Central East",296,23,1,1,227,1,0,,,,,,,
2020/11/22,"Central East",,16,,,,,1,,,,,,,
2020/11/22,"Central East",,1,,,,,0,,,,,,,
2020/11/22,"Central East",,10,,,,,1,,,,,,,
2020/11/22,"Central East",,18,,,,,0,,,,,,,
2020/11/22,Regina,959,489,8,4,468,2,52,,,,,,,
2020/11/22,"South West",320,2,1,2,251,1,2,,,,,,,
2020/11/22,"South West",,66,,,,,11,,,,,,,
2020/11/22,"South Central",344,17,1,0,236,4,1,,,,,,,
2020/11/22,"South Central",,87,,,,,8,,,,,,,
2020/11/22,"South East",202,109,17,0,58,0,5,,,,,,,
2020/11/22,"South East",,10,,,,,1,,,,,,,
2020/11/22,"South East",,9,,,,,0,,,,,,,
2020/11/22,"South East",,16,,,,,0,,,,,,,
2020/11/22,Total,6473,2683,80,19,3757,33,238,,,,2320,1729,824,213
2020/11/23,"Far North West",542,61,0,0,423,9,6,,,,,,,
2020/11/23,"Far North West",,49,,,,,5,,,,,,,
2020/11/23,"Far North Central",67,63,0,0,4,0,0,,,,,,,
2020/11/23,"Far North East",164,94,0,0,60,1,1,,,,,,,
2020/11/23,"Far North East",,9,,,,,2,,,,,,,
2020/11/23,"North West",496,42,7,1,251,5,0,,,,,,,
2020/11/23,"North West",,44,,,,,1,,,,,,,
2020/11/23,"North West",,60,,,,,1,,,,,,,
2020/11/23,"North West",,94,,,,,8,,,,,,,
2020/11/23,"North Central",672,153,10,2,335,6,9,,,,,,,
2020/11/23,"North Central",,151,,,,,10,,,,,,,
2020/11/23,"North Central",,27,,,,,5,,,,,,,
2020/11/23,"North East",267,61,1,0,170,2,4,,,,,,,
2020/11/23,"North East",,28,,,,,0,,,,,,,
2020/11/23,"North East",,6,,,,,0,,,,,,,
2020/11/23,Saskatoon,1977,859,36,9,1113,5,54,,,,,,,
2020/11/23,"Central West",249,37,0,0,203,1,4,,,,,,,
2020/11/23,"Central West",,8,,,,,0,,,,,,,
2020/11/23,"Central East",303,25,1,1,228,1,2,,,,,,,
2020/11/23,"Central East",,16,,,,,0,,,,,,,
2020/11/23,"Central East",,1,,,,,0,,,,,,,
2020/11/23,"Central East",,11,,,,,1,,,,,,,
2020/11/23,"Central East",,21,,,,,4,,,,,,,
2020/11/23,Regina,1025,555,11,4,468,2,66,,,,,,,
2020/11/23,"South West",337,2,1,2,252,1,0,,,,,,,
2020/11/23,"South West",,82,,,,,17,,,,,,,
2020/11/23,"South Central",360,18,0,0,240,4,2,,,,,,,
2020/11/23,"South Central",,98,,,,,14,,,,,,,
2020/11/23,"South East",218,120,20,0,58,0,11,,,,,,,
2020/11/23,"South East",,15,,,,,5,,,,,,,
2020/11/23,"South East",,9,,,,,0,,,,,,,
2020/11/23,"South East",,16,,,,,0,,,,,,,
2020/11/23,Total,6708,2864,87,19,3807,37,237,,,,2386,1793,872,231
2020/11/24,"Far North West",547,62,0,0,429,9,5,,,,,,,
2020/11/24,"Far North West",,47,,,,,0,,,,,,,
2020/11/24,"Far North Central",72,68,0,0,4,0,5,,,,,,,
2020/11/24,"Far North East",178,94,0,0,63,1,2,,,,,,,
2020/11/24,"Far North East",,20,,,,,11,,,,,,,
2020/11/24,"North West",511,46,7,2,259,5,5,,,,,,,
2020/11/24,"North West",,43,,,,,2,,,,,,,
2020/11/24,"North West",,58,,,,,0,,,,,,,
2020/11/24,"North West",,100,,,,,7,,,,,,,
2020/11/24,"North Central",680,152,10,1,355,6,1,,,,,,,
2020/11/24,"North Central",,141,,,,,3,,,,,,,
2020/11/24,"North Central",,26,,,,,1,,,,,,,
2020/11/24,"North East",271,60,1,0,173,2,2,,,,,,,
2020/11/24,"North East",,29,,,,,1,,,,,,,
2020/11/24,"North East",,7,,,,,1,,,,,,,
2020/11/24,Saskatoon,2005,826,32,10,1174,5,28,,,,,,,
2020/11/24,"Central West",258,46,0,0,203,1,9,,,,,,,
2020/11/24,"Central West",,8,,,,,0,,,,,,,
2020/11/24,"Central East",305,26,2,0,230,1,1,,,,,,,
2020/11/24,"Central East",,16,,,,,0,,,,,,,
2020/11/24,"Central East",,1,,,,,0,,,,,,,
2020/11/24,"Central East",,9,,,,,0,,,,,,,
2020/11/24,"Central East",,22,,,,,1,,,,,,,
2020/11/24,Regina,1095,624,11,5,469,2,70,,,,,,,
2020/11/24,"South West",340,4,2,2,256,1,2,,,,,,,
2020/11/24,"South West",,79,,,,,1,,,,,,,
2020/11/24,"South Central",369,19,0,0,242,4,2,,,,,,,
2020/11/24,"South Central",,104,,,,,7,,,,,,,
2020/11/24,"South East",222,124,20,0,60,0,4,,,,,,,
2020/11/24,"South East",,15,,,,,0,,,,,,,
2020/11/24,"South East",,8,,,,,0,,,,,,,
2020/11/24,"South East",,15,,,,,0,,,,,,,
2020/11/24,Total,6883,2927,85,20,3919,37,177,,,,2441,1835,901,243
2020/11/25,"Far North West",554,64,1,0,436,9,7,,,,,,,
2020/11/25,"Far North West",,45,,,,,0,,,,,,,
2020/11/25,"Far North Central",75,68,0,0,7,0,3,,,,,,,
2020/11/25,"Far North East",186,90,0,0,67,1,0,,,,,,,
2020/11/25,"Far North East",,28,,,,,8,,,,,,,
2020/11/25,"North West",512,46,8,2,271,5,1,,,,,,,
2020/11/25,"North West",,39,,,,,0,,,,,,,
2020/11/25,"North West",,58,,,,,0,,,,,,,
2020/11/25,"North West",,93,,,,,0,,,,,,,
2020/11/25,"North Central",690,151,9,0,361,6,1,,,,,,,
2020/11/25,"North Central",,146,,,,,9,,,,,,,
2020/11/25,"North Central",,26,,,,,0,,,,,,,
2020/11/25,"North East",276,60,1,0,178,2,5,,,,,,,
2020/11/25,"North East",,29,,,,,0,,,,,,,
2020/11/25,"North East",,7,,,,,0,,,,,,,
2020/11/25,Saskatoon,2042,839,36,11,1198,5,37,,,,,,,
2020/11/25,"Central West",258,46,0,0,203,1,0,,,,,,,
2020/11/25,"Central West",,8,,,,,0,,,,,,,
2020/11/25,"Central East",308,26,2,0,233,1,1,,,,,,,
2020/11/25,"Central East",,16,,,,,0,,,,,,,
2020/11/25,"Central East",,1,,,,,0,,,,,,,
2020/11/25,"Central East",,9,,,,,1,,,,,,,
2020/11/25,"Central East",,22,,,,,1,,,,,,,
2020/11/25,Regina,1164,693,14,4,469,2,69,,,,,,,
2020/11/25,"South West",349,4,2,2,263,1,0,,,,,,,
2020/11/25,"South West",,81,,,,,9,,,,,,,
2020/11/25,"South Central",371,19,0,0,249,4,1,,,,,,,
2020/11/25,"South Central",,99,,,,,0,,,,,,,
2020/11/25,"South East",231,131,19,0,61,0,7,,,,,,,
2020/11/25,"South East",,16,,,,,2,,,,,,,
2020/11/25,"South East",,8,,,,,0,,,,,,,
2020/11/25,"South East",,15,,,,,0,,,,,,,
2020/11/25,Total,7047,3012,92,19,3998,37,168,,,,2490,1883,929,246
2020/11/26,"Far North West",567,71,1,0,438,9,8,,,,,,,
2020/11/26,"Far North West",,49,,,,,3,,,,,,,
2020/11/26,"Far North Central",79,72,0,0,7,0,4,,,,,,,
2020/11/26,"Far North East",202,89,0,0,69,1,1,,,,,,,
2020/11/26,"Far North East",,43,,,,,15,,,,,,,
2020/11/26,"North West",542,48,8,1,281,7,2,,,,,,,
2020/11/26,"North West",,43,,,,,1,,,,,,,
2020/11/26,"North West",,59,,,,,2,,,,,,,
2020/11/26,"North West",,104,,,,,12,,,,,,,
2020/11/26,"North Central",729,166,8,1,376,6,16,,,,,,,
2020/11/26,"North Central",,151,,,,,13,,,,,,,
2020/11/26,"North Central",,30,,,,,5,,,,,,,
2020/11/26,"North East",279,59,1,0,180,2,0,,,,,,,
2020/11/26,"North East",,28,,,,,0,,,,,,,
2020/11/26,"North East",,10,,,,,3,,,,,,,
2020/11/26,Saskatoon,2170,960,34,10,1204,6,125,,,,,,,
2020/11/26,"Central West",262,45,0,0,207,1,2,,,,,,,
2020/11/26,"Central West",,9,,,,,2,,,,,,,
2020/11/26,"Central East",314,29,2,0,237,1,3,,,,,,,
2020/11/26,"Central East",,18,,,,,2,,,,,,,
2020/11/26,"Central East",,2,,,,,1,,,,,,,
2020/11/26,"Central East",,8,,,,,0,,,,,,,
2020/11/26,"Central East",,19,,,,,0,,,,,,,
2020/11/26,Regina,1212,637,16,4,573,2,44,,,,,,,
2020/11/26,"South West",356,4,1,2,269,1,0,,,,,,,
2020/11/26,"South West",,82,,,,,7,,,,,,,
2020/11/26,"South Central",383,23,0,0,256,4,7,,,,,,,
2020/11/26,"South Central",,100,,,,,5,,,,,,,
2020/11/26,"South East",239,123,19,0,77,0,7,,,,,,,
2020/11/26,"South East",,15,,,,,0,,,,,,,
2020/11/26,"South East",,8,,,,,0,,,,,,,
2020/11/26,"South East",,16,,,,,1,,,,,,,
2020/11/26,Total,7362,3146,90,18,4176,40,302,,,,2603,1962,980,260
2020/11/27,"Far North West",575,76,1,0,443,9,8,,,,,,,
2020/11/27,"Far North West",,47,,,,,0,,,,,,,
2020/11/27,"Far North Central",79,69,0,0,10,0,0,,,,,,,
2020/11/27,"Far North East",206,90,0,0,69,1,1,,,,,,,
2020/11/27,"Far North East",,46,,,,,3,,,,,,,
2020/11/27,"North West",565,50,8,1,289,7,3,,,,,,,
2020/11/27,"North West",,49,,,,,7,,,,,,,
2020/11/27,"North West",,60,,,,,3,,,,,,,
2020/11/27,"North West",,110,,,,,10,,,,,,,
2020/11/27,"North Central",754,174,12,0,381,7,9,,,,,,,
2020/11/27,"North Central",,163,,,,,12,,,,,,,
2020/11/27,"North Central",,29,,,,,0,,,,,,,
2020/11/27,"North East",280,59,1,0,182,2,0,,,,,,,
2020/11/27,"North East",,28,,,,,1,,,,,,,
2020/11/27,"North East",,9,,,,,0,,,,,,,
2020/11/27,Saskatoon,2328,1057,32,11,1265,6,158,,,,,,,
2020/11/27,"Central West",268,51,0,0,210,1,6,,,,,,,
2020/11/27,"Central West",,6,,,,,0,,,,,,,
2020/11/27,"Central East",325,27,2,0,242,1,2,,,,,,,
2020/11/27,"Central East",,21,,,,,3,,,,,,,
2020/11/27,"Central East",,2,,,,,6,,,,,,,
2020/11/27,"Central East",,7,,,,,0,,,,,,,
2020/11/27,"Central East",,25,,,,,0,,,,,,,
2020/11/27,Regina,1273,605,16,3,665,3,61,,,,,,,
2020/11/27,"South West",372,4,2,1,274,1,0,,,,,,,
2020/11/27,"South West",,93,,,,,16,,,,,,,
2020/11/27,"South Central",384,23,1,0,260,5,0,,,,,,,
2020/11/27,"South Central",,96,,,,,1,,,,,,,
2020/11/27,"South East",253,119,20,0,92,1,10,,,,,,,
2020/11/27,"South East",,16,,,,,2,,,,,,,
2020/11/27,"South East",,8,,,,,1,,,,,,,
2020/11/27,"South East",,17,,,,,1,,,,,,,
2020/11/27,Total,7691,3263,95,16,4384,44,331,,,,2740,2045,1020,270
2020/11/28,"Far North West",581,82,1,0,443,9,6,,,,,,,
2020/11/28,"Far North West",,47,,,,,0,,,,,,,
2020/11/28,"Far North Central",79,61,0,0,18,0,0,,,,,,,
2020/11/28,"Far North East",210,89,0,0,71,1,1,,,,,,,
2020/11/28,"Far North East",,49,,,,,3,,,,,,,
2020/11/28,"North West",571,49,9,0,300,8,0,,,,,,,
2020/11/28,"North West",,51,,,,,3,,,,,,,
2020/11/28,"North West",,61,,,,,1,,,,,,,
2020/11/28,"North West",,102,,,,,1,,,,,,,
2020/11/28,"North Central",775,184,7,1,395,7,10,,,,,,,
2020/11/28,"North Central",,159,,,,,6,,,,,,,
2020/11/28,"North Central",,30,,,,,1,,,,,,,
2020/11/28,"North East",285,57,1,0,188,2,4,,,,,,,
2020/11/28,"North East",,29,,,,,1,,,,,,,
2020/11/28,"North East",,9,,,,,0,,,,,,,
2020/11/28,Saskatoon,2384,1108,30,11,1270,6,56,,,,,,,
2020/11/28,"Central West",269,52,0,0,211,1,1,,,,,,,
2020/11/28,"Central West",,5,,,,,0,,,,,,,
2020/11/28,"Central East",330,28,1,0,244,1,1,,,,,,,
2020/11/28,"Central East",,23,,,,,2,,,,,,,
2020/11/28,"Central East",,2,,,,,0,,,,,,,
2020/11/28,"Central East",,7,,,,,0,,,,,,,
2020/11/28,"Central East",,25,,,,,2,,,,,,,
2020/11/28,Regina,1346,636,18,5,707,3,73,,,,,,,
2020/11/28,"South West",388,7,1,1,290,1,3,,,,,,,
2020/11/28,"South West",,90,,,,,13,,,,,,,
2020/11/28,"South Central",389,24,1,0,280,5,2,,,,,,,
2020/11/28,"South Central",,80,,,,,3,,,,,,,
2020/11/28,"South East",255,112,19,0,101,1,1,,,,,,,
2020/11/28,"South East",,16,,,,,1,,,,,,,
2020/11/28,"South East",,8,,,,,0,,,,,,,
2020/11/28,"South East",,17,,,,,0,,,,,,,
